E [keV],epsilon (3 mm),epsilon (30 mm),epsilon (80 mm),epsilon (120 mm),epsilon (250 mm)
2301,1.12324E+01,3.08363E+00,9.85702E-01,5.47189E-01,1.51077E-01
2302,1.12298E+01,3.08244E+00,9.85268E-01,5.46987E-01,1.51007E-01
2303,1.12271E+01,3.08124E+00,9.84833E-01,5.46786E-01,1.50937E-01
2304,1.12245E+01,3.08005E+00,9.84399E-01,5.46585E-01,1.50866E-01
2305,1.12219E+01,3.07885E+00,9.83965E-01,5.46384E-01,1.50796E-01
2306,1.12193E+01,3.07766E+00,9.83532E-01,5.46183E-01,1.50726E-01
2307,1.12167E+01,3.07646E+00,9.83099E-01,5.45983E-01,1.50657E-01
2308,1.12140E+01,3.07527E+00,9.82667E-01,5.45782E-01,1.50587E-01
2309,1.12114E+01,3.07408E+00,9.82234E-01,5.45582E-01,1.50517E-01
2310,1.12088E+01,3.07289E+00,9.81803E-01,5.45382E-01,1.50447E-01
2311,1.12063E+01,3.07170E+00,9.81371E-01,5.45183E-01,1.50377E-01
2312,1.12037E+01,3.07051E+00,9.80940E-01,5.44983E-01,1.50308E-01
2313,1.12011E+01,3.06933E+00,9.80509E-01,5.44784E-01,1.50238E-01
2314,1.11985E+01,3.06814E+00,9.80079E-01,5.44585E-01,1.50168E-01
2315,1.11959E+01,3.06695E+00,9.79649E-01,5.44386E-01,1.50099E-01
2316,1.11934E+01,3.06577E+00,9.79219E-01,5.44187E-01,1.50029E-01
2317,1.11908E+01,3.06458E+00,9.78790E-01,5.43989E-01,1.49960E-01
2318,1.11883E+01,3.06340E+00,9.78361E-01,5.43791E-01,1.49891E-01
2319,1.11857E+01,3.06222E+00,9.77933E-01,5.43593E-01,1.49821E-01
2320,1.11832E+01,3.06104E+00,9.77505E-01,5.43395E-01,1.49752E-01
2321,1.11806E+01,3.05985E+00,9.77077E-01,5.43197E-01,1.49683E-01
2322,1.11781E+01,3.05867E+00,9.76650E-01,5.43000E-01,1.49613E-01
2323,1.11755E+01,3.05750E+00,9.76223E-01,5.42803E-01,1.49544E-01
2324,1.11730E+01,3.05632E+00,9.75796E-01,5.42606E-01,1.49475E-01
2325,1.11705E+01,3.05514E+00,9.75370E-01,5.42409E-01,1.49406E-01
2326,1.11680E+01,3.05396E+00,9.74944E-01,5.42212E-01,1.49337E-01
2327,1.11655E+01,3.05279E+00,9.74518E-01,5.42016E-01,1.49268E-01
2328,1.11630E+01,3.05161E+00,9.74093E-01,5.41820E-01,1.49199E-01
2329,1.11605E+01,3.05044E+00,9.73668E-01,5.41624E-01,1.49130E-01
2330,1.11580E+01,3.04927E+00,9.73244E-01,5.41428E-01,1.49062E-01
2331,1.11555E+01,3.04809E+00,9.72820E-01,5.41233E-01,1.48993E-01
2332,1.11530E+01,3.04692E+00,9.72396E-01,5.41037E-01,1.48924E-01
2333,1.11505E+01,3.04575E+00,9.71973E-01,5.40842E-01,1.48855E-01
2334,1.11480E+01,3.04458E+00,9.71550E-01,5.40647E-01,1.48787E-01
2335,1.11456E+01,3.04341E+00,9.71127E-01,5.40453E-01,1.48718E-01
2336,1.11431E+01,3.04224E+00,9.70705E-01,5.40258E-01,1.48650E-01
2337,1.11406E+01,3.04108E+00,9.70283E-01,5.40064E-01,1.48581E-01
2338,1.11382E+01,3.03991E+00,9.69861E-01,5.39870E-01,1.48513E-01
2339,1.11357E+01,3.03875E+00,9.69440E-01,5.39676E-01,1.48444E-01
2340,1.11333E+01,3.03758E+00,9.69019E-01,5.39482E-01,1.48376E-01
2341,1.11308E+01,3.03642E+00,9.68599E-01,5.39288E-01,1.48308E-01
2342,1.11284E+01,3.03525E+00,9.68179E-01,5.39095E-01,1.48240E-01
2343,1.11260E+01,3.03409E+00,9.67759E-01,5.38902E-01,1.48171E-01
2344,1.11235E+01,3.03293E+00,9.67339E-01,5.38709E-01,1.48103E-01
2345,1.11211E+01,3.03177E+00,9.66920E-01,5.38516E-01,1.48035E-01
2346,1.11187E+01,3.03061E+00,9.66502E-01,5.38324E-01,1.47967E-01
2347,1.11163E+01,3.02945E+00,9.66083E-01,5.38132E-01,1.47899E-01
2348,1.11139E+01,3.02829E+00,9.65665E-01,5.37939E-01,1.47831E-01
2349,1.11115E+01,3.02714E+00,9.65248E-01,5.37748E-01,1.47763E-01
2350,1.11091E+01,3.02598E+00,9.64830E-01,5.37556E-01,1.47695E-01
2351,1.11067E+01,3.02482E+00,9.64414E-01,5.37364E-01,1.47628E-01
2352,1.11043E+01,3.02367E+00,9.63997E-01,5.37173E-01,1.47560E-01
2353,1.11019E+01,3.02251E+00,9.63581E-01,5.36982E-01,1.47492E-01
2354,1.10995E+01,3.02136E+00,9.63165E-01,5.36791E-01,1.47424E-01
2355,1.10972E+01,3.02021E+00,9.62749E-01,5.36600E-01,1.47357E-01
2356,1.10948E+01,3.01906E+00,9.62334E-01,5.36410E-01,1.47289E-01
2357,1.10924E+01,3.01791E+00,9.61919E-01,5.36219E-01,1.47222E-01
2358,1.10901E+01,3.01676E+00,9.61505E-01,5.36029E-01,1.47154E-01
2359,1.10877E+01,3.01561E+00,9.61091E-01,5.35839E-01,1.47087E-01
2360,1.10854E+01,3.01446E+00,9.60677E-01,5.35650E-01,1.47019E-01
2361,1.10830E+01,3.01331E+00,9.60264E-01,5.35460E-01,1.46952E-01
2362,1.10807E+01,3.01216E+00,9.59851E-01,5.35271E-01,1.46885E-01
2363,1.10784E+01,3.01102E+00,9.59438E-01,5.35082E-01,1.46817E-01
2364,1.10760E+01,3.00987E+00,9.59026E-01,5.34893E-01,1.46750E-01
2365,1.10737E+01,3.00873E+00,9.58614E-01,5.34704E-01,1.46683E-01
2366,1.10714E+01,3.00758E+00,9.58202E-01,5.34515E-01,1.46616E-01
2367,1.10691E+01,3.00644E+00,9.57791E-01,5.34327E-01,1.46549E-01
2368,1.10668E+01,3.00530E+00,9.57380E-01,5.34139E-01,1.46482E-01
2369,1.10644E+01,3.00416E+00,9.56969E-01,5.33951E-01,1.46415E-01
2370,1.10621E+01,3.00302E+00,9.56559E-01,5.33763E-01,1.46348E-01
2371,1.10599E+01,3.00188E+00,9.56149E-01,5.33576E-01,1.46281E-01
2372,1.10576E+01,3.00074E+00,9.55740E-01,5.33388E-01,1.46214E-01
2373,1.10553E+01,2.99960E+00,9.55331E-01,5.33201E-01,1.46147E-01
2374,1.10530E+01,2.99846E+00,9.54922E-01,5.33014E-01,1.46081E-01
2375,1.10507E+01,2.99733E+00,9.54513E-01,5.32827E-01,1.46014E-01
2376,1.10484E+01,2.99619E+00,9.54105E-01,5.32641E-01,1.45947E-01
2377,1.10462E+01,2.99506E+00,9.53697E-01,5.32454E-01,1.45881E-01
2378,1.10439E+01,2.99392E+00,9.53290E-01,5.32268E-01,1.45814E-01
2379,1.10417E+01,2.99279E+00,9.52883E-01,5.32082E-01,1.45748E-01
2380,1.10394E+01,2.99166E+00,9.52476E-01,5.31896E-01,1.45681E-01
2381,1.10372E+01,2.99052E+00,9.52070E-01,5.31711E-01,1.45615E-01
2382,1.10349E+01,2.98939E+00,9.51664E-01,5.31525E-01,1.45548E-01
2383,1.10327E+01,2.98826E+00,9.51258E-01,5.31340E-01,1.45482E-01
2384,1.10304E+01,2.98713E+00,9.50852E-01,5.31155E-01,1.45416E-01
2385,1.10282E+01,2.98601E+00,9.50447E-01,5.30970E-01,1.45349E-01
2386,1.10260E+01,2.98488E+00,9.50043E-01,5.30786E-01,1.45283E-01
2387,1.10238E+01,2.98375E+00,9.49638E-01,5.30601E-01,1.45217E-01
2388,1.10216E+01,2.98262E+00,9.49234E-01,5.30417E-01,1.45151E-01
2389,1.10193E+01,2.98150E+00,9.48831E-01,5.30233E-01,1.45085E-01
2390,1.10171E+01,2.98037E+00,9.48427E-01,5.30049E-01,1.45019E-01
2391,1.10149E+01,2.97925E+00,9.48024E-01,5.29865E-01,1.44953E-01
2392,1.10127E+01,2.97813E+00,9.47622E-01,5.29682E-01,1.44887E-01
2393,1.10106E+01,2.97700E+00,9.47219E-01,5.29498E-01,1.44821E-01
2394,1.10084E+01,2.97588E+00,9.46817E-01,5.29315E-01,1.44755E-01
2395,1.10062E+01,2.97476E+00,9.46416E-01,5.29132E-01,1.44689E-01
2396,1.10040E+01,2.97364E+00,9.46014E-01,5.28950E-01,1.44624E-01
2397,1.10018E+01,2.97252E+00,9.45613E-01,5.28767E-01,1.44558E-01
2398,1.09997E+01,2.97140E+00,9.45213E-01,5.28585E-01,1.44492E-01
2399,1.09975E+01,2.97028E+00,9.44812E-01,5.28403E-01,1.44427E-01
2400,1.09954E+01,2.96917E+00,9.44413E-01,5.28221E-01,1.44361E-01
2401,1.09932E+01,2.96805E+00,9.44013E-01,5.28039E-01,1.44296E-01
2402,1.09911E+01,2.96694E+00,9.43614E-01,5.27857E-01,1.44230E-01
2403,1.09889E+01,2.96582E+00,9.43215E-01,5.27676E-01,1.44165E-01
2404,1.09868E+01,2.96471E+00,9.42816E-01,5.27495E-01,1.44099E-01
2405,1.09846E+01,2.96359E+00,9.42418E-01,5.27313E-01,1.44034E-01
2406,1.09825E+01,2.96248E+00,9.42020E-01,5.27133E-01,1.43969E-01
2407,1.09804E+01,2.96137E+00,9.41622E-01,5.26952E-01,1.43903E-01
2408,1.09783E+01,2.96026E+00,9.41225E-01,5.26771E-01,1.43838E-01
2409,1.09761E+01,2.95915E+00,9.40828E-01,5.26591E-01,1.43773E-01
2410,1.09740E+01,2.95804E+00,9.40431E-01,5.26411E-01,1.43708E-01
2411,1.09719E+01,2.95693E+00,9.40035E-01,5.26231E-01,1.43643E-01
2412,1.09698E+01,2.95582E+00,9.39639E-01,5.26051E-01,1.43578E-01
2413,1.09677E+01,2.95471E+00,9.39244E-01,5.25872E-01,1.43513E-01
2414,1.09656E+01,2.95361E+00,9.38848E-01,5.25693E-01,1.43448E-01
2415,1.09635E+01,2.95250E+00,9.38453E-01,5.25513E-01,1.43383E-01
2416,1.09615E+01,2.95139E+00,9.38059E-01,5.25334E-01,1.43318E-01
2417,1.09594E+01,2.95029E+00,9.37665E-01,5.25156E-01,1.43253E-01
2418,1.09573E+01,2.94919E+00,9.37271E-01,5.24977E-01,1.43188E-01
2419,1.09552E+01,2.94808E+00,9.36877E-01,5.24799E-01,1.43124E-01
2420,1.09532E+01,2.94698E+00,9.36484E-01,5.24620E-01,1.43059E-01
2421,1.09511E+01,2.94588E+00,9.36091E-01,5.24442E-01,1.42994E-01
2422,1.09491E+01,2.94478E+00,9.35698E-01,5.24264E-01,1.42930E-01
2423,1.09470E+01,2.94368E+00,9.35306E-01,5.24087E-01,1.42865E-01
2424,1.09450E+01,2.94258E+00,9.34914E-01,5.23909E-01,1.42801E-01
2425,1.09429E+01,2.94148E+00,9.34522E-01,5.23732E-01,1.42736E-01
2426,1.09409E+01,2.94038E+00,9.34131E-01,5.23555E-01,1.42672E-01
2427,1.09389E+01,2.93928E+00,9.33740E-01,5.23378E-01,1.42607E-01
2428,1.09368E+01,2.93819E+00,9.33349E-01,5.23201E-01,1.42543E-01
2429,1.09348E+01,2.93709E+00,9.32959E-01,5.23024E-01,1.42479E-01
2430,1.09328E+01,2.93600E+00,9.32569E-01,5.22848E-01,1.42415E-01
2431,1.09308E+01,2.93490E+00,9.32179E-01,5.22672E-01,1.42350E-01
2432,1.09288E+01,2.93381E+00,9.31790E-01,5.22496E-01,1.42286E-01
2433,1.09268E+01,2.93272E+00,9.31401E-01,5.22320E-01,1.42222E-01
2434,1.09248E+01,2.93162E+00,9.31012E-01,5.22144E-01,1.42158E-01
2435,1.09228E+01,2.93053E+00,9.30624E-01,5.21969E-01,1.42094E-01
2436,1.09208E+01,2.92944E+00,9.30236E-01,5.21793E-01,1.42030E-01
2437,1.09188E+01,2.92835E+00,9.29848E-01,5.21618E-01,1.41966E-01
2438,1.09168E+01,2.92726E+00,9.29461E-01,5.21443E-01,1.41902E-01
2439,1.09148E+01,2.92617E+00,9.29073E-01,5.21269E-01,1.41838E-01
2440,1.09129E+01,2.92509E+00,9.28687E-01,5.21094E-01,1.41774E-01
2441,1.09109E+01,2.92400E+00,9.28300E-01,5.20920E-01,1.41711E-01
2442,1.09089E+01,2.92291E+00,9.27914E-01,5.20745E-01,1.41647E-01
2443,1.09070E+01,2.92183E+00,9.27528E-01,5.20571E-01,1.41583E-01
2444,1.09050E+01,2.92074E+00,9.27143E-01,5.20398E-01,1.41520E-01
2445,1.09031E+01,2.91966E+00,9.26758E-01,5.20224E-01,1.41456E-01
2446,1.09011E+01,2.91858E+00,9.26373E-01,5.20050E-01,1.41392E-01
2447,1.08992E+01,2.91749E+00,9.25988E-01,5.19877E-01,1.41329E-01
2448,1.08972E+01,2.91641E+00,9.25604E-01,5.19704E-01,1.41265E-01
2449,1.08953E+01,2.91533E+00,9.25220E-01,5.19531E-01,1.41202E-01
2450,1.08934E+01,2.91425E+00,9.24837E-01,5.19358E-01,1.41139E-01
2451,1.08915E+01,2.91317E+00,9.24454E-01,5.19186E-01,1.41075E-01
2452,1.08895E+01,2.91209E+00,9.24071E-01,5.19013E-01,1.41012E-01
2453,1.08876E+01,2.91101E+00,9.23688E-01,5.18841E-01,1.40949E-01
2454,1.08857E+01,2.90993E+00,9.23306E-01,5.18669E-01,1.40885E-01
2455,1.08838E+01,2.90885E+00,9.22924E-01,5.18497E-01,1.40822E-01
2456,1.08819E+01,2.90778E+00,9.22542E-01,5.18325E-01,1.40759E-01
2457,1.08800E+01,2.90670E+00,9.22161E-01,5.18154E-01,1.40696E-01
2458,1.08781E+01,2.90563E+00,9.21780E-01,5.17982E-01,1.40633E-01
2459,1.08762E+01,2.90455E+00,9.21399E-01,5.17811E-01,1.40570E-01
2460,1.08743E+01,2.90348E+00,9.21019E-01,5.17640E-01,1.40507E-01
2461,1.08725E+01,2.90241E+00,9.20639E-01,5.17469E-01,1.40444E-01
2462,1.08706E+01,2.90133E+00,9.20259E-01,5.17299E-01,1.40381E-01
2463,1.08687E+01,2.90026E+00,9.19880E-01,5.17128E-01,1.40318E-01
2464,1.08669E+01,2.89919E+00,9.19500E-01,5.16958E-01,1.40256E-01
2465,1.08650E+01,2.89812E+00,9.19122E-01,5.16788E-01,1.40193E-01
2466,1.08631E+01,2.89705E+00,9.18743E-01,5.16618E-01,1.40130E-01
2467,1.08613E+01,2.89598E+00,9.18365E-01,5.16448E-01,1.40067E-01
2468,1.08595E+01,2.89491E+00,9.17987E-01,5.16279E-01,1.40005E-01
2469,1.08576E+01,2.89385E+00,9.17610E-01,5.16109E-01,1.39942E-01
2470,1.08558E+01,2.89278E+00,9.17232E-01,5.15940E-01,1.39880E-01
2471,1.08539E+01,2.89171E+00,9.16855E-01,5.15771E-01,1.39817E-01
2472,1.08521E+01,2.89065E+00,9.16479E-01,5.15602E-01,1.39755E-01
2473,1.08503E+01,2.88958E+00,9.16103E-01,5.15433E-01,1.39692E-01
2474,1.08485E+01,2.88852E+00,9.15727E-01,5.15265E-01,1.39630E-01
2475,1.08467E+01,2.88745E+00,9.15351E-01,5.15096E-01,1.39568E-01
2476,1.08448E+01,2.88639E+00,9.14976E-01,5.14928E-01,1.39505E-01
2477,1.08430E+01,2.88533E+00,9.14601E-01,5.14760E-01,1.39443E-01
2478,1.08412E+01,2.88427E+00,9.14226E-01,5.14592E-01,1.39381E-01
2479,1.08394E+01,2.88321E+00,9.13851E-01,5.14425E-01,1.39319E-01
2480,1.08376E+01,2.88215E+00,9.13477E-01,5.14257E-01,1.39256E-01
2481,1.08359E+01,2.88109E+00,9.13103E-01,5.14090E-01,1.39194E-01
2482,1.08341E+01,2.88003E+00,9.12730E-01,5.13923E-01,1.39132E-01
2483,1.08323E+01,2.87897E+00,9.12357E-01,5.13756E-01,1.39070E-01
2484,1.08305E+01,2.87791E+00,9.11984E-01,5.13589E-01,1.39008E-01
2485,1.08287E+01,2.87686E+00,9.11611E-01,5.13422E-01,1.38946E-01
2486,1.08270E+01,2.87580E+00,9.11239E-01,5.13256E-01,1.38885E-01
2487,1.08252E+01,2.87474E+00,9.10867E-01,5.13090E-01,1.38823E-01
2488,1.08235E+01,2.87369E+00,9.10495E-01,5.12924E-01,1.38761E-01
2489,1.08217E+01,2.87263E+00,9.10124E-01,5.12758E-01,1.38699E-01
2490,1.08200E+01,2.87158E+00,9.09753E-01,5.12592E-01,1.38637E-01
2491,1.08182E+01,2.87053E+00,9.09382E-01,5.12426E-01,1.38576E-01
2492,1.08165E+01,2.86948E+00,9.09012E-01,5.12261E-01,1.38514E-01
2493,1.08147E+01,2.86842E+00,9.08642E-01,5.12096E-01,1.38452E-01
2494,1.08130E+01,2.86737E+00,9.08272E-01,5.11931E-01,1.38391E-01
2495,1.08113E+01,2.86632E+00,9.07902E-01,5.11766E-01,1.38329E-01
2496,1.08095E+01,2.86527E+00,9.07533E-01,5.11601E-01,1.38268E-01
2497,1.08078E+01,2.86422E+00,9.07164E-01,5.11436E-01,1.38206E-01
2498,1.08061E+01,2.86318E+00,9.06796E-01,5.11272E-01,1.38145E-01
2499,1.08044E+01,2.86213E+00,9.06427E-01,5.11108E-01,1.38084E-01
2500,1.08027E+01,2.86108E+00,9.06059E-01,5.10944E-01,1.38022E-01
2501,1.08010E+01,2.86004E+00,9.05692E-01,5.10780E-01,1.37961E-01
2502,1.07993E+01,2.85899E+00,9.05324E-01,5.10616E-01,1.37900E-01
2503,1.07976E+01,2.85794E+00,9.04957E-01,5.10453E-01,1.37839E-01
2504,1.07959E+01,2.85690E+00,9.04591E-01,5.10289E-01,1.37778E-01
2505,1.07942E+01,2.85586E+00,9.04224E-01,5.10126E-01,1.37716E-01
2506,1.07926E+01,2.85481E+00,9.03858E-01,5.09963E-01,1.37655E-01
2507,1.07909E+01,2.85377E+00,9.03492E-01,5.09800E-01,1.37594E-01
2508,1.07892E+01,2.85273E+00,9.03126E-01,5.09638E-01,1.37533E-01
2509,1.07875E+01,2.85169E+00,9.02761E-01,5.09475E-01,1.37472E-01
2510,1.07859E+01,2.85065E+00,9.02396E-01,5.09313E-01,1.37411E-01
2511,1.07842E+01,2.84961E+00,9.02031E-01,5.09150E-01,1.37351E-01
2512,1.07826E+01,2.84857E+00,9.01667E-01,5.08988E-01,1.37290E-01
2513,1.07809E+01,2.84753E+00,9.01303E-01,5.08827E-01,1.37229E-01
2514,1.07793E+01,2.84649E+00,9.00939E-01,5.08665E-01,1.37168E-01
2515,1.07776E+01,2.84545E+00,9.00576E-01,5.08503E-01,1.37107E-01
2516,1.07760E+01,2.84442E+00,9.00213E-01,5.08342E-01,1.37047E-01
2517,1.07744E+01,2.84338E+00,8.99850E-01,5.08181E-01,1.36986E-01
2518,1.07727E+01,2.84235E+00,8.99487E-01,5.08020E-01,1.36926E-01
2519,1.07711E+01,2.84131E+00,8.99125E-01,5.07859E-01,1.36865E-01
2520,1.07695E+01,2.84028E+00,8.98763E-01,5.07698E-01,1.36805E-01
2521,1.07679E+01,2.83924E+00,8.98401E-01,5.07538E-01,1.36744E-01
2522,1.07663E+01,2.83821E+00,8.98040E-01,5.07377E-01,1.36684E-01
2523,1.07647E+01,2.83718E+00,8.97679E-01,5.07217E-01,1.36623E-01
2524,1.07631E+01,2.83615E+00,8.97318E-01,5.07057E-01,1.36563E-01
2525,1.07615E+01,2.83512E+00,8.96957E-01,5.06897E-01,1.36503E-01
2526,1.07599E+01,2.83409E+00,8.96597E-01,5.06738E-01,1.36442E-01
2527,1.07583E+01,2.83306E+00,8.96237E-01,5.06578E-01,1.36382E-01
2528,1.07567E+01,2.83203E+00,8.95878E-01,5.06419E-01,1.36322E-01
2529,1.07551E+01,2.83100E+00,8.95518E-01,5.06260E-01,1.36262E-01
2530,1.07536E+01,2.82997E+00,8.95159E-01,5.06101E-01,1.36202E-01
2531,1.07520E+01,2.82894E+00,8.94801E-01,5.05942E-01,1.36141E-01
2532,1.07504E+01,2.82792E+00,8.94442E-01,5.05783E-01,1.36081E-01
2533,1.07489E+01,2.82689E+00,8.94084E-01,5.05625E-01,1.36021E-01
2534,1.07473E+01,2.82586E+00,8.93726E-01,5.05466E-01,1.35961E-01
2535,1.07457E+01,2.82484E+00,8.93368E-01,5.05308E-01,1.35902E-01
2536,1.07442E+01,2.82382E+00,8.93011E-01,5.05150E-01,1.35842E-01
2537,1.07426E+01,2.82279E+00,8.92654E-01,5.04992E-01,1.35782E-01
2538,1.07411E+01,2.82177E+00,8.92298E-01,5.04834E-01,1.35722E-01
2539,1.07396E+01,2.82075E+00,8.91941E-01,5.04677E-01,1.35662E-01
2540,1.07380E+01,2.81972E+00,8.91585E-01,5.04519E-01,1.35603E-01
2541,1.07365E+01,2.81870E+00,8.91229E-01,5.04362E-01,1.35543E-01
2542,1.07350E+01,2.81768E+00,8.90874E-01,5.04205E-01,1.35483E-01
2543,1.07335E+01,2.81666E+00,8.90518E-01,5.04048E-01,1.35424E-01
2544,1.07319E+01,2.81564E+00,8.90163E-01,5.03891E-01,1.35364E-01
2545,1.07304E+01,2.81463E+00,8.89809E-01,5.03735E-01,1.35304E-01
2546,1.07289E+01,2.81361E+00,8.89454E-01,5.03578E-01,1.35245E-01
2547,1.07274E+01,2.81259E+00,8.89100E-01,5.03422E-01,1.35186E-01
2548,1.07259E+01,2.81157E+00,8.88747E-01,5.03266E-01,1.35126E-01
2549,1.07244E+01,2.81056E+00,8.88393E-01,5.03110E-01,1.35067E-01
2550,1.07229E+01,2.80954E+00,8.88040E-01,5.02954E-01,1.35007E-01
2551,1.07214E+01,2.80853E+00,8.87687E-01,5.02799E-01,1.34948E-01
2552,1.07200E+01,2.80751E+00,8.87334E-01,5.02643E-01,1.34889E-01
2553,1.07185E+01,2.80650E+00,8.86982E-01,5.02488E-01,1.34830E-01
2554,1.07170E+01,2.80548E+00,8.86630E-01,5.02333E-01,1.34770E-01
2555,1.07155E+01,2.80447E+00,8.86278E-01,5.02178E-01,1.34711E-01
2556,1.07141E+01,2.80346E+00,8.85927E-01,5.02023E-01,1.34652E-01
2557,1.07126E+01,2.80245E+00,8.85575E-01,5.01869E-01,1.34593E-01
2558,1.07112E+01,2.80144E+00,8.85224E-01,5.01714E-01,1.34534E-01
2559,1.07097E+01,2.80043E+00,8.84874E-01,5.01560E-01,1.34475E-01
2560,1.07083E+01,2.79942E+00,8.84523E-01,5.01406E-01,1.34416E-01
2561,1.07068E+01,2.79841E+00,8.84173E-01,5.01252E-01,1.34357E-01
2562,1.07054E+01,2.79740E+00,8.83824E-01,5.01098E-01,1.34298E-01
2563,1.07039E+01,2.79639E+00,8.83474E-01,5.00944E-01,1.34239E-01
2564,1.07025E+01,2.79539E+00,8.83125E-01,5.00791E-01,1.34181E-01
2565,1.07011E+01,2.79438E+00,8.82776E-01,5.00637E-01,1.34122E-01
2566,1.06997E+01,2.79337E+00,8.82427E-01,5.00484E-01,1.34063E-01
2567,1.06982E+01,2.79237E+00,8.82079E-01,5.00331E-01,1.34004E-01
2568,1.06968E+01,2.79136E+00,8.81731E-01,5.00178E-01,1.33946E-01
2569,1.06954E+01,2.79036E+00,8.81383E-01,5.00025E-01,1.33887E-01
2570,1.06940E+01,2.78935E+00,8.81036E-01,4.99873E-01,1.33829E-01
2571,1.06926E+01,2.78835E+00,8.80688E-01,4.99721E-01,1.33770E-01
2572,1.06912E+01,2.78735E+00,8.80341E-01,4.99568E-01,1.33712E-01
2573,1.06898E+01,2.78635E+00,8.79995E-01,4.99416E-01,1.33653E-01
2574,1.06884E+01,2.78534E+00,8.79648E-01,4.99264E-01,1.33595E-01
2575,1.06870E+01,2.78434E+00,8.79302E-01,4.99112E-01,1.33536E-01
2576,1.06856E+01,2.78334E+00,8.78956E-01,4.98961E-01,1.33478E-01
2577,1.06843E+01,2.78234E+00,8.78611E-01,4.98809E-01,1.33420E-01
2578,1.06829E+01,2.78135E+00,8.78266E-01,4.98658E-01,1.33361E-01
2579,1.06815E+01,2.78035E+00,8.77921E-01,4.98507E-01,1.33303E-01
2580,1.06802E+01,2.77935E+00,8.77576E-01,4.98356E-01,1.33245E-01
2581,1.06788E+01,2.77835E+00,8.77231E-01,4.98205E-01,1.33187E-01
2582,1.06774E+01,2.77735E+00,8.76887E-01,4.98054E-01,1.33129E-01
2583,1.06761E+01,2.77636E+00,8.76543E-01,4.97904E-01,1.33071E-01
2584,1.06747E+01,2.77536E+00,8.76200E-01,4.97754E-01,1.33013E-01
2585,1.06734E+01,2.77437E+00,8.75856E-01,4.97603E-01,1.32955E-01
2586,1.06721E+01,2.77337E+00,8.75513E-01,4.97453E-01,1.32897E-01
2587,1.06707E+01,2.77238E+00,8.75171E-01,4.97303E-01,1.32839E-01
2588,1.06694E+01,2.77139E+00,8.74828E-01,4.97154E-01,1.32781E-01
2589,1.06681E+01,2.77039E+00,8.74486E-01,4.97004E-01,1.32723E-01
2590,1.06667E+01,2.76940E+00,8.74144E-01,4.96855E-01,1.32665E-01
2591,1.06654E+01,2.76841E+00,8.73802E-01,4.96705E-01,1.32607E-01
2592,1.06641E+01,2.76742E+00,8.73461E-01,4.96556E-01,1.32550E-01
2593,1.06628E+01,2.76643E+00,8.73120E-01,4.96407E-01,1.32492E-01
2594,1.06615E+01,2.76544E+00,8.72779E-01,4.96258E-01,1.32434E-01
2595,1.06602E+01,2.76445E+00,8.72439E-01,4.96110E-01,1.32377E-01
2596,1.06589E+01,2.76346E+00,8.72098E-01,4.95961E-01,1.32319E-01
2597,1.06576E+01,2.76247E+00,8.71758E-01,4.95813E-01,1.32261E-01
2598,1.06563E+01,2.76148E+00,8.71419E-01,4.95665E-01,1.32204E-01
2599,1.06550E+01,2.76050E+00,8.71079E-01,4.95517E-01,1.32146E-01
2600,1.06537E+01,2.75951E+00,8.70740E-01,4.95369E-01,1.32089E-01
2601,1.06524E+01,2.75852E+00,8.70401E-01,4.95221E-01,1.32031E-01
2602,1.06512E+01,2.75754E+00,8.70062E-01,4.95074E-01,1.31974E-01
2603,1.06499E+01,2.75655E+00,8.69724E-01,4.94926E-01,1.31917E-01
2604,1.06486E+01,2.75557E+00,8.69386E-01,4.94779E-01,1.31859E-01
2605,1.06474E+01,2.75459E+00,8.69048E-01,4.94632E-01,1.31802E-01
2606,1.06461E+01,2.75360E+00,8.68711E-01,4.94485E-01,1.31745E-01
2607,1.06449E+01,2.75262E+00,8.68373E-01,4.94338E-01,1.31688E-01
2608,1.06436E+01,2.75164E+00,8.68036E-01,4.94191E-01,1.31631E-01
2609,1.06424E+01,2.75066E+00,8.67700E-01,4.94045E-01,1.31573E-01
2610,1.06411E+01,2.74968E+00,8.67363E-01,4.93898E-01,1.31516E-01
2611,1.06399E+01,2.74870E+00,8.67027E-01,4.93752E-01,1.31459E-01
2612,1.06386E+01,2.74772E+00,8.66691E-01,4.93606E-01,1.31402E-01
2613,1.06374E+01,2.74674E+00,8.66355E-01,4.93460E-01,1.31345E-01
2614,1.06362E+01,2.74576E+00,8.66020E-01,4.93314E-01,1.31288E-01
2615,1.06350E+01,2.74478E+00,8.65685E-01,4.93169E-01,1.31231E-01
2616,1.06337E+01,2.74380E+00,8.65350E-01,4.93023E-01,1.31175E-01
2617,1.06325E+01,2.74282E+00,8.65016E-01,4.92878E-01,1.31118E-01
2618,1.06313E+01,2.74185E+00,8.64681E-01,4.92733E-01,1.31061E-01
2619,1.06301E+01,2.74087E+00,8.64347E-01,4.92588E-01,1.31004E-01
2620,1.06289E+01,2.73990E+00,8.64013E-01,4.92443E-01,1.30948E-01
2621,1.06277E+01,2.73892E+00,8.63680E-01,4.92298E-01,1.30891E-01
2622,1.06265E+01,2.73795E+00,8.63347E-01,4.92154E-01,1.30834E-01
2623,1.06253E+01,2.73697E+00,8.63014E-01,4.92009E-01,1.30778E-01
2624,1.06241E+01,2.73600E+00,8.62681E-01,4.91865E-01,1.30721E-01
